18	50
33	65
23	53
41	68
83	46
9	17
77	79
15	28
33	73
83	12
13	32
27	52
16	72
64	68
90	43
66	90
62	12
83	81
23	44
97	83
31	69
24	82
15	73
20	18
64	21
72	91
94	33
77	39
53	40
73	29
43	1
30	38
9	11
63	10
49	23
92	90
33	18
11	38
21	98
84	71
1	12
14	67
73	30
96	4
60	32
29	84
70	79
78	22
11	86
22	11
32	85
28	42
16	80
2	41
25	35
61	77
93	99
54	100
57	26
7	35
49	12
58	1
61	55
39	37
5	93
15	94
63	24
70	45
41	23
39	25
39	97
71	71
9	14
77	95
11	34
87	24
38	48
99	54
85	69
24	19
97	68
1	46
46	31
4	23
40	54
47	35
63	4
58	51
83	47
100	8
48	46
13	38
87	35
16	23
57	86
13	97
26	64
89	100
12	9
14	5
15	53
61	86
39	22
45	90
83	92
97	1
97	36
31	96
66	62
18	5
82	19
28	48
55	39
90	53
19	8
100	63
17	82
61	1
60	23
75	88
32	85
2	53
95	70
20	46
79	70
97	13
69	81
94	2
65	30
70	95
38	78
88	71
97	42
1	53
70	54
86	82
21	8
31	83
77	40
33	22
44	47
88	25
14	8
21	25
32	44
71	73
72	99
14	1
31	49
91	58
84	41
98	46
65	49
76	24
89	8
26	79
3	70
13	26
48	58
24	63
39	63
79	87
13	46
13	33
80	35
26	78
51	46
88	63
52	39
36	52
7	51
74	36
78	50
99	99
47	8
59	8
58	19
44	28
16	46
38	29
87	26
60	74
40	93
40	11
78	26
81	3
28	86
47	86
34	65
96	25
20	44
89	50
10	78
1	3
74	26
63	72
91	63
36	96
77	99
64	6
79	84
30	37
59	85
86	33
92	60
81	93
24	62
88	38
58	65
49	21
44	10
58	35
84	23
88	84
33	43
14	83
5	49
49	39
39	82
48	21
73	12
60	81
56	60
95	44
46	20
57	93
80	22
79	48
11	1
67	7
20	89
6	68
23	12
29	92
14	55
17	40
87	86
20	68
12	89
40	13
59	40
83	14
27	74
75	66
65	96
2	44
83	61
90	87
71	2
63	70
59	22
29	72
56	10
63	54
70	58
40	86
72	73
11	64
52	52
79	52
49	60
58	24
22	69
40	39
70	23
96	98
97	8
67	27
10	86
37	54
38	44
54	81
36	66
3	11
36	75
24	43
4	2
40	78
83	85
33	29
16	7
100	34
20	53
20	54
16	78
5	76
77	1
56	27
96	94
19	30
75	27
28	49
44	99
48	12
92	33
96	6
73	59
4	78
59	95
86	14
75	2
73	52
82	4
47	55
37	11
59	9
25	62
79	34
29	61
61	15
94	30
24	36
43	71
66	76
84	60
90	49
81	36
51	99
78	11
96	30
24	35
67	45
31	38
77	70
13	15
23	83
47	74
87	44
93	100
67	35
15	19
37	19
10	98
42	50
41	80
16	36
46	83
66	27
37	1
74	64
53	71
3	84
60	29
66	21
19	37
78	11
54	4
2	18
34	71
79	98
27	9
34	55
92	79
63	49
1	15
49	45
53	50
85	45
97	36
26	96
74	48
33	4
84	80
100	98
38	13
21	41
39	34
6	56
77	97
75	53
66	78
44	99
15	8
3	74
67	45
76	31
24	42
90	12
47	74
32	49
59	14
48	77
50	11
26	48
4	15
2	98
72	68
93	90
90	67
10	45
66	82
39	74
26	59
86	96
75	66
40	44
89	29
55	67
96	46
57	29
35	10
57	55
66	26
32	39
37	8
64	10
13	50
76	1
52	85
30	26
47	69
50	93
58	26
9	32
100	83
5	14
19	44
23	86
85	90
89	20
45	32
71	90
53	91
90	94
31	51
95	63
65	33
89	89
28	2
3	98
47	75
13	66
15	74
73	2
82	91
33	98
63	20
75	61
72	93
95	10
63	17
36	10
73	20
29	86
7	80
21	18
81	45
14	93
42	43
91	97
76	13
74	42
73	64
7	4
65	37
98	96
14	53
73	18
98	7
76	63
43	85
29	71
81	61
8	59
85	63
60	43
57	30
25	69
37	86
50	74
18	95
76	72
55	25
25	17
98	18
87	81
65	34
29	99
40	15
46	29
92	69
15	73
33	96
70	4
29	97
79	9
90	65
23	49
15	37
91	50
77	37
61	58
45	23
13	67
16	46
18	18
80	75
97	74
46	46
88	38
9	20
84	38
20	48
36	48
64	56
10	47
22	42
22	32
16	39
81	67
20	97
42	10
39	56
53	37
77	90
10	83
49	21
21	34
77	77
4	62
92	71
92	76
90	47
63	1
55	97
96	35
42	20
77	55
70	34
7	58
71	28
91	73
85	67
85	72
48	14
91	59
54	71
60	45
4	95
100	3
95	30
3	97
92	18
22	82
82	83
70	1
91	24
48	51
56	9
52	74
43	95
14	16
49	57
88	54
5	90
79	84
66	32
98	98
3	88
37	7
24	1
54	46
38	77
9	37
65	35
95	13
46	61
20	96
44	4
9	83
86	43
78	45
80	60
23	96
15	1
10	26
25	75
30	44
19	78
2	13
64	90
94	19
41	98
32	2
83	47
83	19
99	98
51	100
27	13
74	36
65	77
62	6
67	32
30	32
46	35
33	31
32	1
5	88
2	64
35	98
21	68
18	59
14	42
87	92
52	20
16	74
83	49
93	87
3	16
47	38
31	90
73	12
42	53
66	64
22	55
91	84
34	42
80	83
66	45
30	47
57	2
8	32
51	43
11	78
9	20
76	43
92	95
3	68
59	94
6	29
99	54
53	90
18	78
68	67
87	15
83	39
20	39
65	1
86	85
97	10
11	81
48	10
64	79
46	56
64	55
15	34
40	59
30	21
100	7
92	35
89	2
61	7
15	15
2	69
11	44
40	44
93	98
53	55
58	30
